Серия,Поколение,Год,Рестайлинг,Пробег,Коробка,Объем,Цена,Кузов_внедорожник 5 дв.,Кузов_кабриолет,Кузов_купе,Кузов_лифтбек,Кузов_минивэн,Кузов_седан,Кузов_универсал,Кузов_хэтчбек 3 дв.,Кузов_хэтчбек 5 дв.,Топливо_бензин,Топливо_дизель
38991,50409,2022,0,48280,2,2.0,33700,0,0,1,0,0,0,0,0,0,1,0
35736,41700,2020,0,166800,2,2.0,39850,1,0,0,0,0,0,0,0,0,0,1
23341,23246,2018,0,131000,1,1.5,19800,1,0,0,0,0,0,0,0,0,0,1
17403,39008,2018,0,200000,2,3.0,30450,0,0,0,0,0,0,1,0,0,0,1
40244,49615,2021,0,34950,2,3.0,59000,0,1,0,0,0,0,0,0,0,1,0
35108,41733,2018,0,105000,2,2.0,31500,1,0,0,0,0,0,0,0,0,1,0
17403,20410,2016,1,232000,2,3.0,27000,0,0,0,0,0,0,1,0,0,0,1
36998,67133,2022,0,85000,2,3.0,78800,1,0,0,0,0,0,0,0,0,0,1
17574,39564,2017,0,213000,2,3.0,40900,0,0,0,0,0,0,1,0,0,0,1
16748,12727,2010,1,208000,2,3.0,15800,0,1,0,0,0,0,0,0,0,1,0
17161,20325,2016,1,119000,2,1.5,18900,0,0,0,0,0,1,0,0,0,1,0
17225,38759,2018,0,100000,2,2.0,19855,0,0,0,0,0,1,0,0,0,1,0
39203,26715,2018,1,99500,2,2.0,24555,0,0,0,1,0,0,0,0,0,1,0
16497,14997,2009,1,173000,2,2.0,7400,0,0,0,0,0,0,0,0,1,1,0
17403,38759,2020,0,55700,2,2.0,34000,0,0,0,0,0,1,0,0,0,1,0
17225,12808,2009,1,307096,2,2.5,11800,0,0,0,0,0,1,0,0,0,1,0
16968,38759,2020,1,119111,2,2.0,41500,0,0,0,0,0,1,0,0,0,1,0
35736,41700,2020,0,175800,2,2.0,40300,1,0,0,0,0,0,0,0,0,0,1
16519,24802,2013,0,270000,2,2.0,17000,0,0,0,1,0,0,0,0,0,1,0
38714,20734,2012,1,206000,2,3.0,23100,1,0,0,0,0,0,0,0,0,1,0
40244,26413,2018,1,126000,2,2.0,26400,0,0,0,1,0,0,0,0,0,1,0
17225,8691,1994,0,405030,0,2.0,2750,0,0,0,0,0,0,1,0,0,1,0
35736,41733,2022,1,49600,2,2.0,50000,1,0,0,0,0,0,0,0,0,1,0
21201,26646,2021,0,166000,1,1.5,21950,0,0,0,0,0,1,0,0,0,1,0
25573,25246,2019,0,198000,0,1.5,19600,1,0,0,0,0,0,0,0,0,0,1
16748,20304,2018,1,107000,2,2.0,19750,0,0,0,0,0,1,0,0,0,1,0
36510,16820,2004,0,407000,2,2.5,7200,1,0,0,0,0,0,0,0,0,1,0
47262,47917,2020,0,19000,2,2.0,52000,1,0,0,0,0,0,0,0,0,1,0
38052,32481,2018,0,198000,2,3.0,34990,1,0,0,0,0,0,0,0,0,0,1
38673,20606,2009,0,286000,2,3.0,24900,1,0,0,0,0,0,0,0,0,0,1
16552,13136,2008,0,360700,0,2.0,8000,0,0,0,0,0,0,1,0,0,0,1
17225,38759,2018,0,202000,2,2.0,25000,0,0,0,0,0,1,0,0,0,1,0
17322,12669,2004,0,410000,2,2.5,10700,0,0,0,0,0,1,0,0,0,1,0
17161,7973,2004,1,345000,2,2.0,6900,0,0,0,0,0,1,0,0,0,0,1
47262,47917,2021,0,83000,2,3.0,55000,1,0,0,0,0,0,0,0,0,1,0
38052,13591,2003,1,425000,2,3.0,12700,1,0,0,0,0,0,0,0,0,0,1
17225,39036,2019,0,196000,2,2.0,41500,0,0,0,0,0,1,0,0,0,0,1
20704,26455,2020,0,169000,1,1.5,23500,0,0,0,0,0,1,0,0,0,1,0
17225,7029,1998,0,420000,2,2.8,3500,0,0,0,0,0,1,0,0,0,1,0
15881,37570,2020,0,127000,2,2.0,26000,0,0,0,0,0,1,0,0,0,1,0
17225,7624,1988,0,360000,0,2.0,2400,0,0,0,0,0,1,0,0,0,1,0
23377,23015,2020,1,155000,1,1.5,25000,1,0,0,0,0,0,0,0,0,1,0
16968,38759,2020,1,64500,2,2.0,45500,0,0,0,0,0,1,0,0,0,0,1
17322,12758,2007,1,258000,0,3.0,10500,0,0,0,0,0,1,0,0,0,1,0
21201,18351,2021,1,184000,2,2.0,28900,0,0,0,0,1,0,0,0,0,0,1
17403,12669,2007,1,361000,2,3.0,13600,0,0,0,0,0,1,0,0,0,0,1
35692,41218,2023,1,17250,2,3.0,79900,1,0,0,0,0,0,0,0,0,1,0
17574,38737,2020,0,125000,2,2.0,40800,0,0,0,0,0,1,0,0,0,0,1
21124,11444,2000,1,378000,2,4.4,10400,0,0,0,0,0,1,0,0,0,1,0
23377,23015,2020,1,150000,1,1.5,18700,1,0,0,0,0,0,0,0,0,0,1
21124,14664,2002,0,430000,2,3.0,11300,0,0,0,0,0,1,0,0,0,0,1
15881,5603,1997,0,327000,0,1.6,3000,0,0,0,0,0,1,0,0,0,1,0
16748,20367,2012,0,166000,2,2.0,16500,0,0,0,0,0,1,0,0,0,1,0
16968,6988,2000,1,450000,2,2.9,6700,0,0,0,0,0,1,0,0,0,0,1
20704,26597,2021,0,163000,1,1.5,23950,0,0,0,0,0,1,0,0,0,1,0
36998,13503,2002,0,333343,2,3.0,11000,1,0,0,0,0,0,0,0,0,1,0
17574,8691,1994,0,416200,0,2.0,2600,0,0,0,0,0,1,0,0,0,1,0
17403,12921,2004,0,377992,2,3.0,13300,0,0,0,0,0,1,0,0,0,0,1
17322,20672,2012,0,330000,2,2.0,16500,0,0,0,0,0,0,1,0,0,0,1
17322,20559,2009,0,225000,2,4.4,11700,0,0,0,1,0,0,0,0,0,1,0
15881,20367,2017,1,89000,2,2.0,19500,0,0,0,0,0,1,0,0,0,1,0
77448,73554,2019,0,55800,2,3.0,60500,1,0,0,0,0,0,0,0,0,1,0
17322,6988,1998,0,500000,0,2.5,6300,0,0,0,0,0,0,1,0,0,0,1
35108,41218,2023,1,13000,2,2.0,58000,1,0,0,0,0,0,0,0,0,1,0
16519,12952,2007,0,286000,2,3.0,13900,0,1,0,0,0,0,0,0,0,1,0
16748,13136,2007,0,272000,2,3.0,11500,0,0,1,0,0,0,0,0,0,1,0
21440,18776,2020,1,174000,0,1.5,17200,0,0,0,0,1,0,0,0,0,0,1
16968,38759,2020,1,105000,2,2.0,46999,0,0,0,0,0,0,1,0,0,0,1
16748,6023,1999,0,346000,0,2.8,5950,0,0,0,0,0,0,0,1,0,1,0
37697,68405,2021,0,85000,2,3.0,63900,1,0,0,0,0,0,0,0,0,0,1
38076,66846,2020,0,52000,2,3.0,61500,1,0,0,0,0,0,0,0,0,0,1
16519,36929,2020,0,230000,2,2.0,26700,0,0,0,0,0,0,1,0,0,0,1
36551,66018,2023,1,23000,2,3.0,122900,1,0,0,0,0,0,0,0,0,0,1
17681,19728,2016,1,102000,2,2.0,25000,0,0,0,0,0,0,0,0,1,0,1
17574,7029,1996,0,220000,2,2.5,5200,0,0,0,0,0,1,0,0,0,1,0
17161,37773,2020,0,79999,2,2.0,41800,0,0,0,0,0,1,0,0,0,0,1
17403,38737,2021,1,109000,2,3.0,61500,0,0,0,0,0,1,0,0,0,0,1
16748,7932,1998,0,445000,0,2.0,3000,0,0,0,0,0,1,0,0,0,1,0
74046,77366,2024,1,1600,2,3.0,154900,1,0,0,0,0,0,0,0,0,0,1
16748,20304,2017,1,102000,2,2.0,23000,0,0,0,0,0,1,0,0,0,1,0
22010,26646,2021,0,129000,1,1.5,26600,0,0,0,0,0,1,0,0,0,0,1
16748,13136,2011,1,260000,2,3.0,10999,0,0,0,0,0,1,0,0,0,1,0
17322,12870,2005,0,470000,2,2.5,9000,0,0,0,0,0,0,1,0,0,0,1
16519,20367,2013,0,236000,2,2.0,15900,0,0,0,0,0,1,0,0,0,1,0
20704,26597,2021,0,239300,0,1.5,17400,0,0,0,0,0,1,0,0,0,1,0
21278,19125,2018,1,175000,0,1.5,15000,0,0,0,0,1,0,0,0,0,0,1
20269,40126,2016,0,235000,2,3.0,44400,0,0,0,0,0,1,0,0,0,0,1
20269,20559,2012,0,222000,2,3.0,16000,0,0,0,0,0,1,0,0,0,1,0
17403,6918,2001,1,500000,2,2.9,9750,0,0,0,0,0,1,0,0,0,0,1
17574,6918,2003,1,513000,2,2.5,6500,0,0,0,0,0,0,1,0,0,0,1
21440,18351,2018,1,159000,2,2.0,18900,0,0,0,0,1,0,0,0,0,0,1
17256,14997,2005,0,389000,0,2.0,8000,0,0,0,0,0,0,0,0,1,0,1
17403,12921,2004,0,401000,0,3.0,12500,0,0,0,0,0,1,0,0,0,0,1
15881,37570,2021,0,106770,2,2.0,31900,0,0,0,0,0,1,0,0,0,1,0
36998,19237,2007,0,340000,2,3.0,14700,1,0,0,0,0,0,0,0,0,1,0
23341,23491,2015,0,168000,2,2.0,19999,1,0,0,0,0,0,0,0,0,0,1
17322,6988,1997,0,261000,0,2.5,5500,0,0,0,0,0,1,0,0,0,1,0
36551,20777,2009,0,326000,2,3.0,21450,1,0,0,0,0,0,0,0,0,0,1
17161,20367,2015,0,382000,2,2.0,15500,0,0,0,0,0,0,1,0,0,0,1
21278,26646,2020,0,79000,2,2.0,25450,0,0,0,0,0,1,0,0,0,1,0
17403,12808,2003,0,450000,2,3.0,12900,0,0,0,0,0,1,0,0,0,0,1
20492,11444,2000,1,535000,2,2.9,5200,0,0,0,0,0,1,0,0,0,0,1
16748,36993,2020,0,170000,2,2.0,29700,0,0,0,0,0,1,0,0,0,0,1
17403,38759,2022,1,62000,2,3.0,64400,0,0,0,0,0,1,0,0,0,1,0
17574,12758,2003,0,600000,0,3.0,12500,0,0,0,0,0,1,0,0,0,0,1
16519,5722,1996,0,100000,2,1.8,1300,0,0,0,0,0,0,0,1,0,1,0
21066,20549,2010,0,192500,2,3.0,20500,0,0,0,0,0,1,0,0,0,0,1
38076,19240,2009,0,216000,2,3.0,17000,1,0,0,0,0,0,0,0,0,1,0
17403,6987,2001,1,417000,0,2.2,6000,0,0,0,0,0,1,0,0,0,1,0
21440,18482,2020,1,192085,0,1.5,18700,0,0,0,0,1,0,0,0,0,0,1
17322,20232,2010,0,305000,2,3.0,15950,0,0,0,1,0,0,0,0,0,0,1
17322,7000,2001,1,477000,0,2.0,7200,0,0,0,0,0,1,0,0,0,0,1
16748,19966,2019,1,118000,2,2.0,26000,0,0,0,0,0,0,1,0,0,0,1
16748,19966,2016,1,200625,2,2.0,16999,0,0,0,0,0,0,1,0,0,0,1
74046,77366,2022,0,55000,2,3.0,82000,1,0,0,0,0,0,0,0,0,1,0
35530,41700,2019,0,79800,2,2.0,32500,1,0,0,0,0,0,0,0,0,1,0
15881,19607,2019,1,186000,2,3.0,29600,0,0,0,1,0,0,0,0,0,0,1
16968,39564,2020,1,75236,2,2.0,54500,0,0,0,0,0,1,0,0,0,1,0
17322,7316,1994,0,507000,2,2.5,4200,0,0,0,0,0,1,0,0,0,0,1
23872,18474,2012,0,257000,2,2.0,13700,1,0,0,0,0,0,0,0,0,0,1
16968,6988,1999,0,250000,2,2.9,4999,0,0,0,0,0,0,1,0,0,0,1
36998,67133,2021,0,150000,2,3.0,70000,1,0,0,0,0,0,0,0,0,0,1
17256,22663,2020,0,155000,1,1.5,19500,0,0,0,0,0,0,0,0,1,0,1
17225,6987,1999,0,330000,0,2.5,4800,0,0,0,0,0,1,0,0,0,0,1
17574,7000,1999,0,170000,0,2.0,4300,0,0,0,0,0,1,0,0,0,1,0
17161,5597,1997,0,487396,0,1.8,2400,0,0,0,0,0,0,1,0,0,1,0
16968,38759,2019,0,120000,2,3.0,50500,0,0,0,0,0,0,1,0,0,1,0
16552,19966,2015,1,170000,2,2.0,26399,0,0,0,0,0,0,1,0,0,1,0
38814,49540,2022,0,47000,2,3.0,71500,0,0,0,1,0,0,0,0,0,1,0
21066,12137,1999,1,370000,2,2.9,7700,0,0,0,0,0,1,0,0,0,0,1
16748,7973,2001,1,269235,0,2.0,5000,0,0,0,0,0,1,0,0,0,1,0
25419,25407,2018,0,67000,0,1.5,23850,1,0,0,0,0,0,0,0,0,1,0
39203,26413,2020,1,140000,2,2.0,26400,0,0,0,1,0,0,0,0,0,1,0
21201,26646,2020,0,193000,1,1.5,24000,0,0,0,0,0,1,0,0,0,1,0
17574,38759,2020,1,70000,2,3.0,51500,0,0,0,0,0,1,0,0,0,1,0
15881,20325,2016,1,124800,2,1.5,17300,0,0,0,0,0,1,0,0,0,1,0
16968,12808,2009,1,273000,2,3.0,12000,0,0,0,0,0,1,0,0,0,1,0
17574,6988,2001,1,380000,0,2.2,4700,0,0,0,0,0,1,0,0,0,1,0
35530,21318,2011,0,290000,2,3.0,18300,1,0,0,0,0,0,0,0,0,0,1
35530,41733,2019,0,84500,2,2.0,32000,1,0,0,0,0,0,0,0,0,1,0
16968,7000,1999,0,477000,2,2.9,6200,0,0,0,0,0,1,0,0,0,0,1
35530,21102,2011,0,300000,2,2.0,16000,1,0,0,0,0,0,0,0,0,0,1
21278,26597,2021,0,89000,1,1.5,25900,0,0,0,0,0,1,0,0,0,0,1
23872,23491,2017,0,109000,2,2.0,20800,1,0,0,0,0,0,0,0,0,1,0
17322,39564,2020,0,73000,2,2.0,40500,0,0,0,0,0,1,0,0,0,1,0
17225,39036,2017,0,103000,2,2.0,27800,0,0,0,0,0,1,0,0,0,1,0
37697,66846,2020,0,41000,2,3.0,51500,1,0,0,0,0,0,0,0,0,1,0
38673,33450,2018,0,176500,2,3.0,49500,1,0,0,0,0,0,0,0,0,0,1
16968,20391,2015,1,209000,2,3.0,27700,0,0,0,0,0,1,0,0,0,0,1
21201,18389,2019,1,225000,1,1.5,17799,0,0,0,0,1,0,0,0,0,0,1
16748,19966,2019,1,189000,2,1.5,19150,0,0,0,0,0,0,1,0,0,1,0
17161,13136,2008,0,277000,0,2.0,9500,0,0,0,0,0,1,0,0,0,1,0
17403,7000,1997,0,160000,2,2.5,3900,0,0,0,0,0,1,0,0,0,1,0
23605,18474,2011,0,296000,0,2.0,12250,1,0,0,0,0,0,0,0,0,0,1
16519,7815,2001,1,257001,2,2.5,5800,0,0,0,0,0,1,0,0,0,1,0
17322,39564,2017,0,105000,2,2.0,37000,0,0,0,0,0,1,0,0,0,1,0
17322,12808,2005,0,320000,0,2.5,9700,0,0,0,0,0,1,0,0,0,1,0
15881,7932,2004,1,258732,2,2.0,5900,0,0,0,0,0,1,0,0,0,1,0
17322,39036,2021,1,179500,2,2.0,40950,0,0,0,0,0,1,0,0,0,0,1
21278,19125,2019,1,177000,2,1.5,13950,0,0,0,0,1,0,0,0,0,0,1
23341,23246,2019,0,98200,2,2.0,25100,1,0,0,0,0,0,0,0,0,1,0
38076,69427,2022,0,46800,2,3.0,56950,1,0,0,0,0,0,0,0,0,1,0
35692,21318,2011,0,196500,2,3.0,13999,1,0,0,0,0,0,0,0,0,1,0
17225,12758,2006,0,328500,2,2.5,11500,0,0,0,0,0,1,0,0,0,0,1
16497,22384,2021,0,78000,1,1.5,25900,0,0,0,0,0,0,0,0,1,1,0
17403,39008,2018,0,144000,2,2.0,41000,0,0,0,0,0,0,1,0,0,0,1
16552,7859,1998,0,309000,0,1.9,4480,0,0,0,0,0,1,0,0,0,1,0
39203,25825,2017,1,104000,2,2.0,29000,0,1,0,0,0,0,0,0,0,1,0
35692,41733,2021,1,36125,2,2.0,43800,1,0,0,0,0,0,0,0,0,1,0
23377,23593,2017,0,186253,2,1.5,18500,1,0,0,0,0,0,0,0,0,1,0
17322,6988,2000,1,500000,0,2.5,6100,0,0,0,0,0,1,0,0,0,0,1
37697,19046,2013,1,200215,2,3.0,18500,1,0,0,0,0,0,0,0,0,1,0
16519,5603,1995,0,475000,0,1.6,2500,0,0,0,0,0,1,0,0,0,1,0
23872,23593,2020,1,107000,2,2.0,22999,1,0,0,0,0,0,0,0,0,1,0
39819,26413,2015,0,128500,2,2.0,25000,0,0,1,0,0,0,0,0,0,1,0
38814,49540,2022,0,17800,2,2.0,43100,0,0,1,0,0,0,0,0,0,1,0
15881,7973,2002,1,230000,0,2.5,12000,0,1,0,0,0,0,0,0,0,1,0
16968,6988,1998,0,565000,0,2.5,4900,0,0,0,0,0,0,1,0,0,0,1
37344,13512,2004,1,550000,2,3.0,13500,1,0,0,0,0,0,0,0,0,0,1
16519,37504,2020,0,174000,2,2.0,26500,0,0,0,0,0,0,1,0,0,0,1
74046,76044,2022,0,46000,2,3.0,98900,1,0,0,0,0,0,0,0,0,0,1
16968,7000,2001,1,526000,2,2.5,6800,0,0,0,0,0,0,1,0,0,1,0
39819,50409,2022,0,58200,2,2.0,50800,0,0,0,1,0,0,0,0,0,1,0
76210,76044,2020,0,98000,2,3.0,84500,1,0,0,0,0,0,0,0,0,0,1
17322,12758,2007,0,328000,2,3.0,10400,0,0,0,0,0,1,0,0,0,1,0
17322,12870,2004,0,425000,2,2.5,8800,0,0,0,0,0,1,0,0,0,1,0
16968,39008,2020,1,171000,2,3.0,50000,0,0,0,0,0,1,0,0,0,0,1
20269,40240,2017,0,139000,2,3.0,44800,0,0,0,0,0,1,0,0,0,0,1
20542,12873,1998,1,558000,2,2.9,7000,0,0,0,0,0,1,0,0,0,0,1
37344,18907,2008,0,284000,2,3.0,17900,1,0,0,0,0,0,0,0,0,0,1
36510,41456,2021,1,43400,2,2.0,43400,1,0,0,0,0,0,0,0,0,1,0
16552,23894,2018,1,202000,2,2.0,28000,0,0,0,1,0,0,0,0,0,0,1
16519,12727,2009,1,348000,0,2.0,10000,0,0,0,0,0,1,0,0,0,1,0
21124,14664,2003,0,530500,2,3.0,9900,0,0,0,0,0,1,0,0,0,0,1
35108,41700,2019,0,114000,2,2.0,33500,1,0,0,0,0,0,0,0,0,0,1
38076,33004,2017,0,138000,2,3.0,36500,1,0,0,0,0,0,0,0,0,0,1
36998,66846,2023,0,42000,2,3.0,109750,1,0,0,0,0,0,0,0,0,0,1
17403,6988,1997,0,450000,0,2.0,5950,0,0,0,0,0,1,0,0,0,1,0
16968,20672,2012,0,230000,2,3.0,18000,0,0,0,0,0,1,0,0,0,0,1
37344,18907,2010,0,390000,2,3.0,19500,1,0,0,0,0,0,0,0,0,0,1
48659,46681,2019,0,111111,2,2.0,41000,1,0,0,0,0,0,0,0,0,1,0
38052,32926,2017,0,70000,2,3.0,41500,1,0,0,0,0,0,0,0,0,0,1
77569,73554,2023,1,16000,2,3.0,161900,1,0,0,0,0,0,0,0,0,0,1
35108,41733,2021,0,45000,2,2.0,37500,1,0,0,0,0,0,0,0,0,1,0
17322,7029,2003,1,329000,2,2.5,6250,0,0,0,0,0,1,0,0,0,1,0
16748,12727,2007,0,278000,2,3.0,12000,0,0,1,0,0,0,0,0,0,1,0
17322,7000,2001,1,474000,2,2.2,6600,0,0,0,0,0,1,0,0,0,1,0
39819,49491,2022,0,13500,2,2.0,61000,0,0,0,1,0,0,0,0,0,1,0
17161,7932,2004,1,373218,2,2.0,6000,0,0,0,0,0,1,0,0,0,0,1
36510,41902,2019,0,85000,2,2.0,41800,1,0,0,0,0,0,0,0,0,0,1
22010,19272,2015,0,292000,0,1.5,11800,0,0,0,0,1,0,0,0,0,0,1
17681,14084,2007,0,270000,0,1.6,7100,0,0,0,0,0,0,0,0,1,1,0
38052,19046,2011,1,228100,2,3.0,23500,1,0,0,0,0,0,0,0,0,0,1
17681,19728,2012,0,240000,2,1.6,12200,0,0,0,0,0,0,0,0,1,1,0
35736,20915,2011,0,236000,2,3.0,17250,1,0,0,0,0,0,0,0,0,1,0
17161,20304,2012,0,225000,2,2.0,17000,0,0,0,0,0,1,0,0,0,1,0
17225,12669,2009,1,320000,2,2.0,16000,0,0,0,0,0,1,0,0,0,0,1
37344,19240,2008,0,293000,2,3.0,17900,1,0,0,0,0,0,0,0,0,0,1
17225,39564,2020,1,116320,2,2.0,39490,0,0,0,0,0,1,0,0,0,1,0
36551,20606,2009,0,327000,2,3.0,20000,1,0,0,0,0,0,0,0,0,0,1
23872,23246,2016,0,193000,2,2.0,20190,1,0,0,0,0,0,0,0,0,0,1
36510,16856,2008,1,285000,2,3.0,12500,1,0,0,0,0,0,0,0,0,0,1
16552,13136,2009,0,190000,2,3.0,19723,0,0,1,0,0,0,0,0,0,1,0
16748,12919,2009,1,202000,2,2.0,15500,0,1,0,0,0,0,0,0,0,1,0
17403,6918,1999,0,450000,0,2.5,3000,0,0,0,0,0,0,1,0,0,0,1
17403,12870,2004,0,450000,2,2.5,7999,0,0,0,0,0,1,0,0,0,1,0
16968,12870,2008,1,337000,0,2.0,10950,0,0,0,0,0,1,0,0,0,0,1
38052,67133,2022,0,181000,2,2.0,54800,1,0,0,0,0,0,0,0,0,0,1
23872,23246,2019,0,189000,1,1.5,21500,1,0,0,0,0,0,0,0,0,0,1
17574,6988,2000,1,344000,2,2.5,5700,0,0,0,0,0,1,0,0,0,1,0
23139,23593,2019,1,73500,2,2.0,24500,1,0,0,0,0,0,0,0,0,1,0
17225,6918,2001,1,380000,0,2.5,7000,0,0,0,0,0,0,1,0,0,0,1
23377,23015,2019,1,93700,2,2.0,25500,1,0,0,0,0,0,0,0,0,1,0
47262,47962,2021,1,21000,2,2.0,55900,1,0,0,0,0,0,0,0,0,1,0
15881,7785,2002,1,310000,0,2.0,5300,0,0,0,0,0,1,0,0,0,0,1
16519,19607,2016,1,162000,2,2.0,19620,0,0,0,0,0,1,0,0,0,1,0
17225,20390,2009,0,284000,2,3.0,17000,0,0,0,1,0,0,0,0,0,1,0
23377,23491,2021,1,147000,1,1.5,23900,1,0,0,0,0,0,0,0,0,0,1
17403,7029,1996,0,349118,0,2.5,4800,0,0,0,0,0,1,0,0,0,1,0
16968,20390,2012,0,198000,2,3.0,17800,0,0,0,1,0,0,0,0,0,1,0
20704,18389,2018,1,155700,2,2.0,22999,0,0,0,0,1,0,0,0,0,0,1
17403,38737,2020,0,103000,2,2.0,38500,0,0,0,0,0,1,0,0,0,0,1
17225,20559,2009,0,300200,2,3.0,19555,0,0,0,1,0,0,0,0,0,0,1
40278,20928,2008,0,164000,2,3.0,14000,1,0,0,0,0,0,0,0,0,1,0
17322,12669,2004,0,389000,0,2.5,10400,0,0,0,0,0,1,0,0,0,0,1
17225,20517,2010,0,270000,2,2.0,19999,0,0,0,0,0,1,0,0,0,0,1
16968,39036,2019,0,211000,2,2.0,30700,0,0,0,0,0,0,1,0,0,0,1
16552,20325,2016,1,235000,2,2.0,17300,0,0,0,0,0,0,1,0,0,0,1
20542,12873,1999,1,400000,2,2.9,8000,0,0,0,0,0,1,0,0,0,0,1
15881,7932,1998,0,352657,0,2.5,6300,0,0,0,0,0,1,0,0,0,1,0
40244,49851,2024,0,20700,2,3.0,69000,0,0,0,1,0,0,0,0,0,1,0
21440,18776,2021,1,117000,0,1.5,18270,0,0,0,0,1,0,0,0,0,0,1
17225,6918,2002,1,501000,0,2.5,5555,0,0,0,0,0,0,1,0,0,0,1
16968,12669,2007,1,419306,2,3.0,13900,0,0,0,0,0,1,0,0,0,0,1
17574,20517,2010,0,271000,2,3.0,14900,0,0,0,0,0,1,0,0,0,1,0
20542,20503,2011,0,260000,2,3.0,17500,0,0,0,0,0,1,0,0,0,0,1
17403,7029,1996,0,560000,0,2.5,5000,0,0,0,0,0,1,0,0,0,1,0
23341,18142,2013,1,155000,2,2.0,13500,1,0,0,0,0,0,0,0,0,1,0
16519,20304,2011,0,156000,2,2.0,17600,0,0,0,0,0,1,0,0,0,1,0
38814,25825,2014,0,235000,2,3.0,33700,0,1,0,0,0,0,0,0,0,1,0
37697,33210,2015,0,220000,2,3.0,30500,1,0,0,0,0,0,0,0,0,0,1
20492,20639,2014,1,152000,2,4.4,17500,0,0,0,0,0,1,0,0,0,1,0
36998,69427,2020,0,160000,2,3.0,60000,1,0,0,0,0,0,0,0,0,1,0
21124,20549,2009,0,494000,2,3.0,16500,0,0,0,0,0,1,0,0,0,0,1
37344,13591,2004,1,415000,2,3.0,9500,1,0,0,0,0,0,0,0,0,1,0
20269,14638,2004,0,334000,2,3.0,10550,0,0,0,0,0,1,0,0,0,0,1
17161,7859,2002,1,493000,0,2.0,6600,0,0,0,0,0,0,1,0,0,0,1
77448,76559,2024,1,11000,2,3.0,153000,1,0,0,0,0,0,0,0,0,0,1
16968,12669,2008,1,446180,2,2.0,11500,0,0,0,0,0,1,0,0,0,0,1
23605,23015,2018,0,199500,2,2.0,22500,1,0,0,0,0,0,0,0,0,0,1
20269,15889,2005,1,316000,2,4.8,10000,0,0,0,0,0,1,0,0,0,1,0
38052,32842,2015,0,266000,2,3.0,36600,1,0,0,0,0,0,0,0,0,0,1
17140,23478,2020,0,230000,1,1.5,17500,0,0,0,0,0,0,0,0,1,0,1
21278,26747,2021,0,70696,1,1.5,31200,0,0,0,0,0,1,0,0,0,1,0
38991,49491,2020,0,60700,2,3.0,55900,0,0,1,0,0,0,0,0,0,1,0
36998,19046,2007,0,405000,2,3.0,17300,1,0,0,0,0,0,0,0,0,0,1
38052,19292,2007,0,295000,2,3.0,17300,1,0,0,0,0,0,0,0,0,0,1
35530,41700,2020,0,149315,2,2.0,38900,1,0,0,0,0,0,0,0,0,0,1
16968,8691,1988,0,400000,0,2.0,2400,0,0,0,0,0,1,0,0,0,1,0
35692,21102,2011,0,208000,2,3.0,14500,1,0,0,0,0,0,0,0,0,1,0
15881,19607,2014,0,312000,0,2.0,14500,0,0,0,0,0,0,1,0,0,0,1
17403,6987,2003,1,319000,2,2.2,7000,0,0,0,0,0,1,0,0,0,1,0
35736,21102,2011,0,163000,2,3.0,21500,1,0,0,0,0,0,0,0,0,1,0
15881,5597,1997,0,354444,0,1.6,3000,0,0,0,0,0,1,0,0,0,1,0
17225,12669,2006,0,264000,2,2.0,9500,0,0,0,0,0,0,1,0,0,0,1
40244,25825,2017,1,157600,2,2.0,24950,0,0,0,1,0,0,0,0,0,0,1
35736,41218,2020,0,96000,2,2.0,32700,1,0,0,0,0,0,0,0,0,1,0
17574,7316,1993,0,462000,0,2.5,7000,0,0,0,0,0,1,0,0,0,1,0
22010,19522,2020,1,175000,2,1.5,19750,0,0,0,0,1,0,0,0,0,1,0
38714,35038,2015,0,300000,2,3.0,40000,1,0,0,0,0,0,0,0,0,0,1
17225,6988,2001,1,430000,2,2.5,6990,0,0,0,0,0,1,0,0,0,1,0
16552,36993,2023,1,33000,2,2.0,48900,0,0,0,0,0,1,0,0,0,1,0
16968,20391,2010,0,259000,2,3.0,23300,0,0,0,0,0,1,0,0,0,0,1
38076,19237,2009,0,295500,2,3.0,19400,1,0,0,0,0,0,0,0,0,0,1
36998,33210,2017,0,183500,2,2.0,33800,1,0,0,0,0,0,0,0,0,0,1
17403,7029,1999,0,356231,2,2.5,2900,0,0,0,0,0,0,1,0,0,1,0
24979,25572,2020,0,155150,0,1.5,18950,1,0,0,0,0,0,0,0,0,1,0
35736,41733,2019,0,132700,2,2.0,33500,1,0,0,0,0,0,0,0,0,1,0
35736,41902,2021,0,94000,2,2.0,38900,1,0,0,0,0,0,0,0,0,0,1
15881,7785,2001,1,400000,0,2.5,8000,0,0,0,0,0,1,0,0,0,1,0
35108,41902,2018,0,98000,2,2.0,39999,1,0,0,0,0,0,0,0,0,0,1
36551,35038,2015,0,260000,2,3.0,33100,1,0,0,0,0,0,0,0,0,0,1
38263,38835,2019,0,180000,2,3.0,43500,0,0,0,1,0,0,0,0,0,0,1
17403,7000,2002,1,325000,2,2.5,6750,0,0,0,0,0,1,0,0,0,1,0
17574,39008,2018,0,98000,2,2.0,35000,0,0,0,0,0,1,0,0,0,0,1
76210,78119,2021,0,102000,2,3.0,65000,1,0,0,0,0,0,0,0,0,1,0
36998,19240,2007,0,417000,2,3.0,17100,1,0,0,0,0,0,0,0,0,0,1
